path,area,status,issues,screen_sections_notes,last_updated
frontend/app/shop/manual-order.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/operational-settings.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/order/[id].tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/order-management.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/payout-settings.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/product-settings.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/profile.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/promotions.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/raise-complaint.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/reviews.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/schedule.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/slots.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/staff.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/(tabs)/earnings.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/(tabs)/index.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/(tabs)/inventory.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/(tabs)/_layout.tsx,shop,pending-review,,,2026-05-06
frontend/app/shop/(tabs)/settings.tsx,shop,pending-review,,,2026-05-06
frontend/app/(tabs)/index.tsx,customer,pending-review,,,2026-05-06
frontend/app/(tabs)/_layout.tsx,customer,pending-review,,,2026-05-06
frontend/app/(tabs)/orders.tsx,customer,pending-review,,,2026-05-06
frontend/app/(tabs)/profile.tsx,customer,pending-review,,,2026-05-06
frontend/app/(tabs)/search.tsx,customer,pending-review,,,2026-05-06
frontend/app/terms.tsx,customer,pending-review,,,2026-05-06
frontend/components/admin/AdminVendorListItems.tsx,shared,pending-review,,,2026-05-06
frontend/components/customer/CustomerHomeShopCard.tsx,customer,pending-review,,,2026-05-06
frontend/components/delivery/DeliveryTripCard.tsx,shared,pending-review,,,2026-05-06
frontend/components/ErrorBoundary.tsx,shared,pending-review,,,2026-05-06
frontend/components/form/ControlledInput.tsx,shared,pending-review,,,2026-05-06
frontend/components/form/FormErrorMessage.tsx,shared,pending-review,,,2026-05-06
frontend/components/form/index.ts,shared,pending-review,,,2026-05-06
frontend/components/maps/ExpoMap.tsx,shared,pending-review,,,2026-05-06
frontend/components/maps/LeafletMap.tsx,shared,pending-review,,,2026-05-06
frontend/components/maps/WebMap.tsx,shared,pending-review,,,2026-05-06
frontend/components/modals/RoleSwitchModal.tsx,shared,pending-review,,,2026-05-06
frontend/components/order/checkout/AddressSelector.tsx,shared,pending-review,,,2026-05-06
frontend/components/order/checkout/BillBreakdown.tsx,shared,pending-review,,,2026-05-06
frontend/components/order/checkout/CouponInput.tsx,shared,pending-review,,,2026-05-06
frontend/components/order/checkout/DepositLineItem.test.ts,shared,pending-review,,,2026-05-06
frontend/components/order/checkout/DepositLineItem.tsx,shared,pending-review,,,2026-05-06
frontend/components/order/checkout/LoyaltyBlock.tsx,shared,pending-review,,,2026-05-06
frontend/components/order/checkout/OrderSummary.tsx,shared,pending-review,,,2026-05-06
frontend/components/order/checkout/PaymentMethodSelector.tsx,shared,pending-review,,,2026-05-06
frontend/components/order/checkout/StepBadge.tsx,shared,pending-review,,,2026-05-06
frontend/components/security/PinEntryModal.tsx,shared,pending-review,,,2026-05-06
frontend/components/settings/AppearancePicker.tsx,shared,pending-review,,,2026-05-06
frontend/components/stitch/StitchScreenNote.tsx,shared,pending-review,,,2026-05-06
frontend/components/stitch/StitchScreenShell.tsx,shared,pending-review,,,2026-05-06
frontend/components/stitch/StitchSectionCard.tsx,shared,pending-review,,,2026-05-06
frontend/components/support/SupportTicketForm.tsx,shared,pending-review,,,2026-05-06
frontend/components/themed-text.tsx,shared,pending-review,,,2026-05-06
frontend/components/themed-view.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/AppCheckbox.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/AppTextInput.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/AppToast.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/BackButton.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/Badge.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/Button.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/Card.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/collapsible.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/EmailVerificationModal.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/EmptyState.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/ForceUpdateScreen.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/icon-symbol.ios.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/icon-symbol.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/Logo.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/MaintenanceScreen.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/NoInternetBanner.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/OfflineScreen.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/PageHeader.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/ProgressBar.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/PromoBanner.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/RoleHeader.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/ScreenContainer.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/SectionHeader.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/ShopCard.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/Skeleton.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/StatCard.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/Timeline.tsx,shared,pending-review,,,2026-05-06
frontend/components/ui/ToastConfig.tsx,shared,pending-review,,,2026-05-06
frontend/constants/theme.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-app-navigation.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-app-session.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-back-handler.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-color-scheme.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-color-scheme.web.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-logout-back-handler.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-maintenance.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-network.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-places-search.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-push-notification-handlers.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-responsive.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-role-theme.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-step-back-handler.ts,shared,pending-review,,,2026-05-06
frontend/hooks/use-theme-color.ts,shared,pending-review,,,2026-05-06
frontend/styles/commonStyles.ts,shared,pending-review,,,2026-05-06
frontend/styles/index.ts,shared,pending-review,,,2026-05-06
